ItemNumber,Giro,Genero,Articulo,Material_o_Especificaciones,Attr_o_Gauge,Medida,MedidaAd,Color,Distribuidora,Empaque,Precio,MinOrder,TermEntrega,TermPago,CodSinDist,CodConDist
775,3,5,Cepillo,CEPILLO INODORO,92612,S/BASE,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2804,3,5,Cepillo,CEPILLO MADERA CURVO,12059,E-9C,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2791,3,5,Cepillo,CEPILLO MADERA FLAT,12058,E-9R,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
772,3,5,Cepillo,CEPILLO NYLON CALLE,70210,14,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4903,3,5,Cepillo,CEPILLO OFICINA,BRAZIL,14,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4904,3,5,Cepillo,CEPILLO OFICINA,BRAZIL,16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4902,3,5,Cepillo,CEPILLO OFICINA,BRAZIL,18,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4901,3,5,Cepillo,CEPILLO OFICINA,BRAZIL,24,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
762,3,5,Cepillo,CEPILLO OFICINA USA,42006,16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
774,3,5,Cepillo,CEPILLO OFICINA USA,42007,18,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
807,3,5,Cepillo,CEPILLO OFICINA USA,42008,24,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
773,3,5,Cepillo,CEPILLO OFICINA USA,42114 CP,14,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
766,3,5,Cepillo,CEPILLO PLANCHITA,60179,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5061,3,5,Cepillo,CEPILLO POLO BATERIA,17110,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2743,3,5,Cepillo,CEPILLO TALADRO TREN,17529,3 X 5/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2752,3,5,Cepillo,CEPILLO TALADRO TREN,14187,4-CT610,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2744,3,5,Cepillo,CEPILLO TALADRO TREN,17531,4 X 5/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
768,3,5,Cepillo,CEPILLO VERDE,60143,14,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
637,3,2,Cernidor,CERNIDOR ARENA PLAY,,01/08/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
638,3,2,Cernidor,CERNIDOR ARENA RIO,,01/04/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
639,3,2,Cernidor,CERNIDOR POLVILLO,,SCREEN,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3562,3,9,Cerradura,CERRADURA  EXT SURTE,PROLOK,SS 19POP,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6130,3,9,Cerradura,CERRADURA  INT SURTE,PROLOK,SS 20POP,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3909,3,9,Cerradura,CERRADURA BUZON 127/,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5006,3,9,Cerradura,CERRADURA COM 1 LL,6871D101,SS,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5004,3,9,Cerradura,CERRADURA COM 2LL,6871D102,SS,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5266,3,9,Cerradura,CERRADURA COMBO 1LL,5000,A/B,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5009,3,9,Cerradura,CERRADURA COMBO 2LL,68717312,PB,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5273,3,9,Cerradura,CERRADURA COMBO 2LL,5010,A/B,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3569,3,9,Cerradura,CERRADURA COMBO LEVE,1 LL C,SS 6481,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3572,3,9,Cerradura,CERRADURA COMBO LEVE,1 LL R,SS 6411,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3566,3,9,Cerradura,CERRADURA COMBO LEVE,1 LL R,SS 6841,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3573,3,9,Cerradura,CERRADURA COMBO LEVE,2 LL C,SS 6411,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3571,3,9,Cerradura,CERRADURA COMBO LEVE,2 LL C,SS 6481,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3567,3,9,Cerradura,CERRADURA COMBO LEVE,2 LL R,SS 6841,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5605,3,9,Cerradura,CERRADURA EXT LEVEL,CURVO,SS 6481,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5607,3,9,Cerradura,CERRADURA EXT LEVEL,RECTO,SS 6411,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5383,3,9,Cerradura,CERRADURA EXT LEVEL,RECTO,SS 6841,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5250,3,9,Cerradura,CERRADURA EXTERIOR,REDSTAR,SS 6871,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
708,3,9,Cerradura,CERRADURA GABETA,3003,1.125,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3564,3,9,Cerradura,CERRADURA HERRERO,C/CAJA,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3597,3,9,Cerradura,CERRADURA HERRERO P/,P/LORO,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5606,3,9,Cerradura,CERRADURA INT LEVEL,CURVO,SS 6482,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5608,3,9,Cerradura,CERRADURA INT LEVEL,RECTO,SS 6412,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5384,3,9,Cerradura,CERRADURA INT LEVEL,RECTO,SS 6842,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3561,3,9,Cerradura,CERRADURA INTERIOR,REDSTAR,SS 6872,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
673,3,9,Cerradura,CERRADURA JAULA (TEL,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4649,3,9,Cerradura,CERRADURA RESBALON,202,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
996,3,9,Cerradura,CERRADURA SCREEN,ALUM,47073,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4736,3,9,Cerradura,CERRADURA SCREEN,BRONZE,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4735,3,9,Cerradura,CERRADURA SCREEN,WHITE,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5251,3,9,Cerradura,CERRADURA SW  INT AJ,L6130,PB,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4132,3,9,Cerradura,CERRADURA SW EXT  AJ,L6100,PB,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5255,3,9,Cerradura,CERRADURA SWD PB INT,710,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4171,3,9,Cerradura,CERRADURA VITRINA,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6454,3,5,Chaleco,CHALECO SEG CLASE 2,LIMA,LARGE,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6455,3,5,Chaleco,CHALECO SEG CLASE 2,LIMA,XLARGE,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6449,3,5,Chaleco,CHALECO SEG CLASE 2,ORANGE,LARGE,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6452,3,5,Chaleco,CHALECO SEG CLASE 2,ORANGE,XLARGE,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6590,3,5,Chaleco,CHALECO SEGURIDAD LI,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6418,3,5,Chaleco,CHALECO SEGURIDAD OR,301013,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2191,3,11,Check Valve,CHECK VALVE,ROSCA,2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2299,3,11,Check Valve,CHECK VALVE  LINEAL,,1,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2290,3,11,Check Valve,CHECK VALVE BUGATTI,192,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2293,3,11,Check Valve,CHECK VALVE BUGATTI,192,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2366,3,11,Check Valve,CHECK VALVE C/JUNTA,ITAP,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2291,3,11,Check Valve,CHECK VALVE LIN TW,SPRING,1,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2292,3,11,Check Valve,CHECK VALVE LIN TW,SPRING,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2298,3,11,Check Valve,CHECK VALVE LINTW,SPRING,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2187,3,11,Check Valve,CHECK VALVE ROSCA AS,SPRING,1/2 BC,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5114,3,11,Check Valve,CHECK VALVE ROSCA AS,SPRING,3/4 BC,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
689,3,11,Check Valve,CHECK VALVE ROSCA TW,210A,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
688,3,11,Check Valve,CHECK VALVE ROSCA TW,R210B,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4440,3,5,Taladro,CHUCK TALADRO,14951,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4401,3,5,Taladro,CHUCK TALADRO,14953,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4402,3,5,Taladro,CHUCK TALADRO,14955,1/2-3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4438,3,5,Taladro,CHUCK TALADRO,14957,1/2-1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4162,3,5,Cinta,CINTA  F/GLASS,142086,1/2 100M,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3544,3,5,Cinta,CINTA 1 METRICA,33994840,8m-26,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3596,3,5,Cinta,CINTA 1 PULGADAS,90178000,25,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4158,3,5,Cinta,CINTA 1/2 X 50ME FBG,12640,TP50ME,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4159,3,5,Cinta,CINTA 1/2X100MT C/MA,12645,TFC100ME,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4160,3,5,Cinta,CINTA 1/2X50MT C/MAN,12647,TFC50ME,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4161,3,5,Cinta,CINTA 1/2X50MT C/MAN,12649,CRUCE50,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4072,3,5,Cinta,CINTA 3/4,33989840,16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
518,3,5,Cinta,CINTA DESTAPE 1/2,5025V,25,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
517,3,5,Cinta,CINTA DESTAPE 1/2,5050V,50,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
522,3,5,Cinta,CINTA DESTAPE 1/2,5075V,75,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
519,3,5,Cinta,CINTA DESTAPE 1/4,10225,25,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2704,3,5,Cinta,CINTA DESTAPE 3/4,6025V,25,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1524,3,5,Cinta,CINTA DESTAPE 3/4,6050V,50,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1527,3,5,Cinta,CINTA DESTAPE 3/4,6075,75,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4656,3,5,Cinta,CINTA HB/SMITH 1,79425,25,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6008,3,5,Cinta,CINTA HB/SMITH 1 1/4,79433,33,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3952,3,5,Cinta,CINTA HB/SMITH 3/4,70316,16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3937,3,5,Cinta,CINTA HB/SMITH 3/4,79312,12,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
425,3,5,Cinta,CINTA HBSMITH 1/2-12,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
521,3,5,Cinta,CINTA PERFORADA,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4163,3,5,Cinta,CINTA SURTEK  16X1,B122071,5MT 16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5554,3,2,Citronela,CITRONELA BUCKETS,42496,6/ 18 OZ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5555,3,2,Citronela,CITRONELA BUGS AWAY,6,12/ 5 OZ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5556,3,2,Citronela,CITRONELA CANDLES,43127,6/ 3 OZ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5557,3,2,Citronela,CITRONELA DECK LYTES,40238,2 OZ /4P,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5553,3,2,Citronela,CITRONELA EMERGENCY,44782,8/ 3 OZ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5260,3,4,Clavo,CLAVO ACERO IMP,,2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5261,3,4,Clavo,CLAVO ACERO IMP,,3,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5482,3,4,Clavo,CLAVO ACERO IMP,,1 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4878,3,4,Clavo,CLAVO ACERO IMP,,2 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5262,3,4,Clavo,CLAVO ACERO IMP,,3 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
863,3,4,Clavo,CLAVO CORR,,1,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
868,3,4,Clavo,CLAVO CORR,,2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
870,3,4,Clavo,CLAVO CORR,,3,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
872,3,4,Clavo,CLAVO CORR,,4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5001,3,4,Clavo,CLAVO CORR,,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
867,3,4,Clavo,CLAVO CORR,,1.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
869,3,4,Clavo,CLAVO CORR,,2.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
871,3,4,Clavo,CLAVO CORR,,3.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
864,3,4,Clavo,CLAVO CORR,S/C,1,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
876,3,4,Clavo,CLAVO CORR,S/C,2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
866,3,4,Clavo,CLAVO CORR,S/C,1.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
883,3,4,Clavo,CLAVO FUKO,# 10 1/2,1,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
886,3,4,Clavo,CLAVO FUKO,# 10 1/2,2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
888,3,4,Clavo,CLAVO FUKO,# 10 1/2,3,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
882,3,4,Clavo,CLAVO FUKO,# 10 1/2,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
885,3,4,Clavo,CLAVO FUKO,# 10 1/2,1.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
884,3,4,Clavo,CLAVO FUKO,# 10 1/2,1.25,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
887,3,4,Clavo,CLAVO FUKO,# 10 1/2,2.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5501,3,4,Clavo,CLAVO HERRADURA,,50MM,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
761,3,4,Clavo,CLAVO HERRADURA,-200,5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4835,3,4,Clavo,CLAVO HERRADURA,-200,3.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4840,3,4,Clavo,CLAVO HERRADURA,-200,4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4804,3,4,Clavo,CLAVO HERRADURA,-200,4.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5587,3,4,Clavo,CLAVO HERRADURA,-200,4.50 GRX,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5662,3,4,Clavo,CLAVO NEGRO 1 1/2 TR,44132,CLC1N,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5661,3,4,Clavo,CLAVO NEGRO 1 TRUPER,44131,CLC1N,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5660,3,4,Clavo,CLAVO NEGRO 3/4 TRUP,44130,CLC3/4C,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5314,3,4,Clavo,CLAVO PANEL,AZUL,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
838,3,4,Clavo,CLAVO PANEL,BEIGE,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
835,3,4,Clavo,CLAVO PANEL,BLANCO,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
836,3,4,Clavo,CLAVO PANEL,D/ BROWN,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
840,3,4,Clavo,CLAVO PANEL,GOLD,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
837,3,4,Clavo,CLAVO PANEL,L-BROWN,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
839,3,4,Clavo,CLAVO PANEL,NEGRO,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5315,3,4,Clavo,CLAVO PANEL,WALNUT,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
782,3,4,Clavo,CLAVO PISTOLA,,3,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
781,3,4,Clavo,CLAVO PISTOLA,,2.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
776,3,4,Clavo,CLAVO PISTOLA,H-90,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
777,3,4,Clavo,CLAVO PISTOLA,H-91,1,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
778,3,4,Clavo,CLAVO PISTOLA,H-92,1.25,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
779,3,4,Clavo,CLAVO PISTOLA,H-93,1.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
780,3,4,Clavo,CLAVO PISTOLA,H-94,2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
787,3,4,Clavo,CLAVO PISTOLA,OJO,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6149,3,4,Clavo,CLAVO PISTOLA GOMA,ARANDELA,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6147,3,4,Clavo,CLAVO PISTOLA GOMA,ARANDELA,1.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6148,3,4,Clavo,CLAVO PISTOLA GOMA,ARANDELA,1.25,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6075,3,4,Clavo,CLAVO PISTOLA GOMA,D-100,1,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6076,3,4,Clavo,CLAVO PISTOLA GOMA,D-150,11/02/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6074,3,4,Clavo,CLAVO PISTOLA GOMA,D75,03/04/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
796,3,4,Clavo,CLAVO PRIMUS,1 1/2,35 MM,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
795,3,4,Clavo,CLAVO PRIMUS,1 1/4,30MM,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
794,3,4,Clavo,CLAVO PRIMUS,1,25MM,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
798,3,4,Clavo,CLAVO PRIMUS,2,40MM,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
793,3,4,Clavo,CLAVO PRIMUS,03/04/21,20MM,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
973,3,4,Clavo,CLAVO ROSCA 3/4R-,JS2025,1,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
783,3,4,Clavo,CLAVO ROSCA 3/4R- 03,,1.25,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
753,3,4,Clavo,CLAVO SALOMONICO,,2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4895,3,4,Clavo,CLAVO ZINC 44LB,MEX,2 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4890,3,4,Clavo,CLAVO ZINK 50LB,CHINA,2 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
520,3,2,Clip,CLIP FREGADERO (6),ALUM,# 1,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
523,3,2,Clip,CLIP FREGADERO (6),HEAVY,# 4 ELKA,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
672,3,2,Clip,CLIP JAULA (GRAPA),J CLIP,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
818,3,2,Clip,CLIP SCREEN ALUMINIO,CORTO,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
816,3,2,Clip,CLIP SCREEN ALUMINIO,LARGO,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
819,3,2,Clip,CLIP SCREEN BLANCO,CORTO,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
817,3,2,Clip,CLIP SCREEN BLANCO,LARGO,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
